Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP_Category,Item_Weight_Category
DRL49,13.15,Low Fat,0.094450618,Soft Drinks,141.4812,OUT010,1998,,Tier 3,Grocery Store,284.9624,Trung bình,Trung bình
NCA30,19.0,Low Fat,0.129226104,Household,190.5872,OUT013,1987,High,Tier 3,Supermarket Type1,1890.872,Trung bình,Trung bình
DRI47,14.7,Low Fat,0.020920179,Hard Drinks,143.8128,OUT046,1997,Small,Tier 1,Supermarket Type1,3020.0688,Trung bình,Trung bình
NCK31,,Low Fat,0.026916794,Others,50.9666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324,Rẻ,
FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.5388,OUT013,1987,High,Tier 3,Supermarket Type1,2105.2596,Trung bình,Nặng
FDK58,,Regular,0.044764726,Snack Foods,102.4016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2428.8384,Trung bình,
DRN11,7.85,Low Fat,0.163902159,Hard Drinks,143.3444,OUT017,2007,,Tier 2,Supermarket Type1,1596.5884,Trung bình,Nhẹ
NCN54,20.35,Low Fat,0.021413346,Household,76.2328,OUT018,2009,Medium,Tier 3,Supermarket Type2,463.3968,Rẻ,Nặng
NCP05,19.6,Low Fat,0.0,Health and Hygiene,153.3024,OUT045,2002,,Tier 2,Supermarket Type1,2428.8384,Trung bình,Trung bình
FDK14,6.98,Low Fat,0.041189152,Canned,82.8934,OUT045,2002,,Tier 2,Supermarket Type1,818.934,Rẻ,Nhẹ
FDH57,10.895,Low Fat,0.035747522,Fruits and Vegetables,133.6284,OUT046,1997,Small,Tier 1,Supermarket Type1,1581.9408,Trung bình,Trung bình
FDI15,,Low Fat,0.24749009,Dairy,263.1884,OUT019,1985,Small,Tier 1,Grocery Store,529.9768,Đắt,
FDK33,17.85,Low Fat,0.0112259,Snack Foods,211.956,OUT013,1987,High,Tier 3,Supermarket Type1,4474.176,Đắt,Trung bình
FDB58,,Regular,0.013431109,Snack Foods,143.7154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4821.7236,Trung bình,
FDT32,19.0,Regular,0.065633934,Fruits and Vegetables,186.5214,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.0568,Trung bình,Trung bình
FDO15,16.75,Regular,0.008601441,Meat,73.7038,OUT018,2009,Medium,Tier 3,Supermarket Type2,1404.1722,Rẻ,Trung bình
DRL60,8.52,Low Fat,0.027169589,Soft Drinks,151.0682,OUT018,2009,Medium,Tier 3,Supermarket Type2,1829.6184,Trung bình,Nhẹ
FDW12,8.315,Regular,0.035542581,Baking Goods,143.3444,OUT013,1987,High,Tier 3,Supermarket Type1,1596.5884,Trung bình,Nhẹ
FDA23,9.8,Low Fat,0.047187038,Baking Goods,100.6016,OUT046,1997,Small,Tier 1,Supermarket Type1,1619.2256,Trung bình,Nhẹ
FDU22,12.35,Low Fat,0.093441604,Snack Foods,119.1124,OUT049,1999,Medium,Tier 1,Supermarket Type1,3673.8844,Trung bình,Trung bình
NCQ38,,LF,0.023402893,Others,108.228,OUT019,1985,Small,Tier 1,Grocery Store,213.056,Trung bình,
NCF06,6.235,Low Fat,0.020229757,Household,260.8962,OUT049,1999,Medium,Tier 1,Supermarket Type1,5956.9126,Đắt,Nhẹ
FDC05,13.1,Regular,0.099343352,Frozen Foods,198.1768,OUT017,2007,,Tier 2,Supermarket Type1,1970.768,Trung bình,Trung bình
NCF07,9.0,Low Fat,0.032022535,Household,101.8016,OUT046,1997,Small,Tier 1,Supermarket Type1,1720.4272,Trung bình,Nhẹ
FDW24,6.8,Low Fat,0.037465846,Baking Goods,47.5034,OUT013,1987,High,Tier 3,Supermarket Type1,534.6374,Rẻ,Nhẹ
FDS36,8.38,Regular,0.047152554,Baking Goods,110.157,OUT017,2007,,Tier 2,Supermarket Type1,3185.853,Trung bình,Nhẹ
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,,Tier 2,Supermarket Type1,1992.0736,Trung bình,Trung bình
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,,Tier 3,Grocery Store,131.1626,Trung bình,Nhẹ
FDS35,9.3,Low Fat,0.11184963,Breads,64.6826,OUT017,2007,,Tier 2,Supermarket Type1,774.9912,Rẻ,Nhẹ
FDI20,19.1,Low Fat,0.038641968,Fruits and Vegetables,212.1586,OUT045,2002,,Tier 2,Supermarket Type1,5909.6408,Đắt,Trung bình
NCS30,5.945,Low Fat,0.093405156,Household,129.3652,OUT018,2009,Medium,Tier 3,Supermarket Type2,4391.6168,Trung bình,Nhẹ
FDH56,9.8,Regular,0.063916425,Fruits and Vegetables,117.1492,OUT049,1999,Medium,Tier 1,Supermarket Type1,2780.3808,Trung bình,Nhẹ
FDZ20,16.1,Low Fat,0.034278413,Fruits and Vegetables,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,6867.0612,Đắt,Trung bình
FDH48,13.5,Low Fat,0.0,Baking Goods,84.554,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.986,Rẻ,Trung bình
FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,2002,,Tier 2,Supermarket Type1,3918.8988,Đắt,Trung bình
NCO53,,Low Fat,0.174336148,Health and Hygiene,184.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6431.628,Trung bình,
FDN57,18.25,Low Fat,0.054455125,Snack Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,850.8924,Trung bình,Trung bình
NCV42,6.26,Low Fat,0.052593952,Household,111.0228,OUT010,1998,,Tier 3,Grocery Store,221.0456,Trung bình,Nhẹ
FDF24,15.5,Regular,0.025473816,Baking Goods,83.1934,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.5076,Rẻ,Trung bình
FDV23,11.0,Low Fat,0.105816753,Breads,126.0046,OUT035,2004,Small,Tier 2,Supermarket Type1,871.5322,Trung bình,Trung bình
DRI23,,Low Fat,0.136532569,Hard Drinks,159.6578,OUT027,1985,Medium,Tier 3,Supermarket Type3,2888.2404,Trung bình,
DRI25,,Low Fat,0.033737273,Soft Drinks,56.6614,OUT027,1985,Medium,Tier 3,Supermarket Type3,607.8754,Rẻ,
FDV24,5.635,Low Fat,0.172856719,Baking Goods,148.205,OUT010,1998,,Tier 3,Grocery Store,449.415,Trung bình,Nhẹ
NCN07,18.5,Low Fat,0.034082974,Others,130.9284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1977.426,Trung bình,Trung bình
FDI50,8.42,Regular,0.030890618,Canned,228.7352,OUT049,1999,Medium,Tier 1,Supermarket Type1,5954.9152,Đắt,Nhẹ
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,,Tier 2,Supermarket Type1,3823.0236,Trung bình,Trung bình
FDA21,13.65,Low Fat,0.036016619,Snack Foods,186.3924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.6468,Trung bình,Trung bình
NCI55,,Low Fat,0.012592289,Household,123.3414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4751.8146,Trung bình,
FDB34,15.25,Low Fat,0.026760329,Snack Foods,86.0198,OUT017,2007,,Tier 2,Supermarket Type1,2006.0554,Rẻ,Trung bình
FDD57,18.1,LF,0.022380952,Fruits and Vegetables,93.6094,OUT013,1987,High,Tier 3,Supermarket Type1,476.047,Rẻ,Trung bình
NCF07,9.0,Low Fat,0.032152981,Household,102.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1518.024,Trung bình,Nhẹ
NCH18,,Low Fat,0.044444956,Household,245.2802,OUT027,1985,Medium,Tier 3,Supermarket Type3,10072.8882,Đắt,
FDW34,9.6,Low Fat,0.035549527,Snack Foods,244.117,OUT013,1987,High,Tier 3,Supermarket Type1,5346.374,Đắt,Nhẹ
FDP58,11.1,Low Fat,0.0,Snack Foods,220.7482,OUT049,1999,Medium,Tier 1,Supermarket Type1,4380.964,Đắt,Trung bình
FDL38,,Regular,0.02579577,Canned,88.4172,OUT019,1985,Small,Tier 1,Grocery Store,89.2172,Rẻ,
FDM20,10.0,Low Fat,0.0,Fruits and Vegetables,246.9144,OUT018,2009,Medium,Tier 3,Supermarket Type2,3185.1872,Đắt,Nhẹ
FDA51,,Regular,0.163882129,Dairy,113.2518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554,Trung bình,
FDC14,14.5,Regular,0.0,Canned,41.0454,OUT018,2009,Medium,Tier 3,Supermarket Type2,545.2902,Rẻ,Trung bình
FDU14,17.75,Low Fat,0.034752647,Dairy,248.775,OUT046,1997,Small,Tier 1,Supermarket Type1,3745.125,Đắt,Trung bình
FDE23,17.6,Regular,0.053481818,Starchy Foods,47.806,OUT017,2007,,Tier 2,Supermarket Type1,1071.938,Rẻ,Trung bình
FDQ12,12.65,Low Fat,0.035482562,Baking Goods,231.401,OUT045,2002,,Tier 2,Supermarket Type1,2526.711,Đắt,Trung bình
FDK16,9.065,Low Fat,0.115799592,Frozen Foods,95.3094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1713.7692,Rẻ,Nhẹ
NCT29,,Low Fat,0.063800266,Health and Hygiene,123.0414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4629.9732,Trung bình,
DRK12,,Low Fat,0.041683481,Soft Drinks,31.29,OUT027,1985,Medium,Tier 3,Supermarket Type3,898.83,Rẻ,
FDQ19,7.35,reg,0.024044279,Fruits and Vegetables,241.0512,OUT010,1998,,Tier 3,Grocery Store,242.3512,Đắt,Nhẹ
DRK59,8.895,LF,0.07543556,Hard Drinks,235.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,3046.7008,Đắt,Nhẹ
NCM07,9.395,Low Fat,0.039928582,Others,83.2908,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362,Rẻ,Nhẹ
FDM01,7.895,Regular,0.094488485,Breakfast,100.7332,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,Trung bình,Nhẹ
FDE35,7.06,Regular,0.043968652,Starchy Foods,57.6904,OUT049,1999,Medium,Tier 1,Supermarket Type1,585.904,Rẻ,Nhẹ
DRN47,12.1,Low Fat,0.016852909,Hard Drinks,180.666,OUT049,1999,Medium,Tier 1,Supermarket Type1,2876.256,Trung bình,Trung bình
FDT59,13.65,Low Fat,0.016001434,Breads,230.6668,OUT017,2007,,Tier 2,Supermarket Type1,1842.9344,Đắt,Trung bình
FDV49,10.0,low fat,0.025932408,Canned,264.7226,OUT018,2009,Medium,Tier 3,Supermarket Type2,3171.8712,Đắt,Nhẹ
NCT42,5.88,Low Fat,0.02488732,Household,147.5392,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056,Trung bình,Nhẹ
FDC37,15.5,Low Fat,0.032924463,Baking Goods,107.2938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.876,Trung bình,Trung bình
NCU42,9.0,Low Fat,0.019616991,Household,169.6474,OUT017,2007,,Tier 2,Supermarket Type1,2526.711,Trung bình,Nhẹ
FDH21,10.395,Low Fat,0.031288338,Seafood,159.5604,OUT045,2002,,Tier 2,Supermarket Type1,2852.2872,Trung bình,Trung bình
NCO06,19.25,Low Fat,0.108030434,Household,32.4558,OUT046,1997,Small,Tier 1,Supermarket Type1,101.8674,Rẻ,Trung bình
NCD31,12.1,LF,0.015497337,Household,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046,Trung bình,Trung bình
FDW02,4.805,Regular,0.0,Dairy,123.9704,OUT045,2002,,Tier 2,Supermarket Type1,2253.0672,Trung bình,Nhẹ
DRD25,,Low Fat,0.078589629,Soft Drinks,113.286,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.464,Trung bình,
FDH19,19.35,Low Fat,0.033060937,Meat,172.4738,OUT013,1987,High,Tier 3,Supermarket Type1,1911.5118,Trung bình,Trung bình
FDO31,6.76,Regular,0.029100745,Fruits and Vegetables,80.696,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,Rẻ,Nhẹ
FDR21,19.7,LF,0.066879757,Snack Foods,174.437,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933,Trung bình,Trung bình
NCO05,7.27,Low Fat,0.046559448,Health and Hygiene,100.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46,Trung bình,Nhẹ
FDO08,,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,Trung bình,
FDT46,,Low Fat,0.030657949,Snack Foods,50.5008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1012.016,Rẻ,
DRH51,,Low Fat,0.170213676,Dairy,89.5856,OUT019,1985,Small,Tier 1,Grocery Store,175.7712,Rẻ,
FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.1226,Rẻ,Nhẹ
FDQ47,7.155,Regular,0.281509514,Breads,33.8874,OUT010,1998,,Tier 3,Grocery Store,35.2874,Rẻ,Nhẹ
FDN21,18.6,Low Fat,0.077168705,Snack Foods,160.6236,OUT018,2009,Medium,Tier 3,Supermarket Type2,1611.236,Trung bình,Trung bình
FDA45,21.25,Low Fat,0.155350299,Snack Foods,178.237,OUT035,2004,Small,Tier 2,Supermarket Type1,529.311,Trung bình,Nặng
FDC51,10.895,Regular,0.009676286,Dairy,122.873,OUT017,2007,,Tier 2,Supermarket Type1,3448.844,Trung bình,Trung bình
FDP01,20.75,Regular,0.063313974,Breakfast,153.7682,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.6184,Trung bình,Nặng
FDP09,,low fat,0.059336763,Snack Foods,212.1902,OUT019,1985,Small,Tier 1,Grocery Store,424.7804,Đắt,
NCK29,,Low Fat,0.0,Health and Hygiene,125.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,3572.017,Trung bình,
FDO37,8.06,Low Fat,0.021420031,Breakfast,232.0326,OUT045,2002,,Tier 2,Supermarket Type1,3003.4238,Đắt,Nhẹ
FDW02,,Regular,0.066006824,Dairy,126.2704,OUT019,1985,Small,Tier 1,Grocery Store,250.3408,Trung bình,
FDO46,9.6,Regular,0.0,Snack Foods,191.0872,OUT017,2007,,Tier 2,Supermarket Type1,4349.0056,Trung bình,Nhẹ
FDQ56,,Low Fat,0.105085956,Fruits and Vegetables,82.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,Rẻ,
FDE29,8.905,Low Fat,0.143010016,Frozen Foods,61.6878,OUT013,1987,High,Tier 3,Supermarket Type1,1029.9926,Rẻ,Nhẹ
FDA33,6.48,Low Fat,0.033893487,Snack Foods,147.0076,OUT035,2004,Small,Tier 2,Supermarket Type1,3103.9596,Trung bình,Nhẹ
NCK29,5.615,Low Fat,0.12574524,Health and Hygiene,122.473,OUT035,2004,Small,Tier 2,Supermarket Type1,1354.903,Trung bình,Nhẹ
DRH23,14.65,Low Fat,0.170663661,Hard Drinks,56.4614,OUT045,2002,,Tier 2,Supermarket Type1,1436.7964,Rẻ,Trung bình
FDP03,5.15,Regular,0.0,Meat,122.9388,OUT017,2007,,Tier 2,Supermarket Type1,2105.2596,Trung bình,Nhẹ
NCL41,12.35,Low Fat,0.041729735,Health and Hygiene,36.3216,OUT035,2004,Small,Tier 2,Supermarket Type1,276.9728,Rẻ,Trung bình
NCP05,19.6,Low Fat,0.025325897,Health and Hygiene,150.9024,OUT049,1999,Medium,Tier 1,Supermarket Type1,3795.06,Trung bình,Trung bình
FDV34,10.695,Regular,0.019123874,Snack Foods,73.0038,OUT010,1998,,Tier 3,Grocery Store,147.8076,Rẻ,Trung bình
FDS07,12.35,Low Fat,0.099674817,Fruits and Vegetables,112.2518,OUT013,1987,High,Tier 3,Supermarket Type1,1366.2216,Trung bình,Trung bình
FDX28,6.325,Low Fat,0.125688044,Frozen Foods,100.9042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083.2882,Trung bình,Nhẹ
DRC25,,Low Fat,0.079440262,Soft Drinks,86.7882,OUT019,1985,Small,Tier 1,Grocery Store,85.8882,Rẻ,
FDP44,16.5,Regular,0.079713576,Fruits and Vegetables,101.3332,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,Trung bình,Trung bình
FDU46,10.3,Regular,0.011117041,Snack Foods,85.854,OUT013,1987,High,Tier 3,Supermarket Type1,2683.174,Rẻ,Trung bình
FDH32,12.8,Low Fat,0.075996742,Fruits and Vegetables,97.141,OUT013,1987,High,Tier 3,Supermarket Type1,2799.689,Rẻ,Trung bình
FDO16,5.48,Low Fat,0.02528802,Frozen Foods,83.325,OUT010,1998,,Tier 3,Grocery Store,416.125,Rẻ,Nhẹ
NCK19,9.8,Low Fat,0.090834158,Others,192.2478,OUT018,2009,Medium,Tier 3,Supermarket Type2,4068.7038,Trung bình,Nhẹ
NCO29,,Low Fat,0.032099989,Health and Hygiene,164.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2960.1468,Trung bình,
FDK14,6.98,Low Fat,0.041105789,Canned,83.4934,OUT046,1997,Small,Tier 1,Supermarket Type1,1555.9746,Rẻ,Nhẹ
FDR15,,Regular,0.058545606,Meat,155.8314,OUT019,1985,Small,Tier 1,Grocery Store,310.2628,Trung bình,
FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2165.1816,Trung bình,Trung bình
DRA12,11.6,Low Fat,0.041112694,Soft Drinks,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,850.8924,Trung bình,Trung bình
FDR40,9.1,Regular,0.008046878,Frozen Foods,78.7618,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.809,Rẻ,Nhẹ
FDO12,15.75,Low Fat,0.054930533,Baking Goods,194.4452,OUT046,1997,Small,Tier 1,Supermarket Type1,5089.3752,Trung bình,Trung bình
FDR22,19.35,Regular,0.031069993,Snack Foods,112.0544,OUT010,1998,,Tier 3,Grocery Store,223.7088,Trung bình,Trung bình
FDU48,18.85,Low Fat,0.055347985,Baking Goods,131.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.9408,Trung bình,Trung bình
FDL58,5.78,Regular,0.074451126,Snack Foods,264.5568,OUT018,2009,Medium,Tier 3,Supermarket Type2,6327.7632,Đắt,Nhẹ
NCW41,18.0,Low Fat,0.015447454,Health and Hygiene,159.2604,OUT035,2004,Small,Tier 2,Supermarket Type1,3961.51,Trung bình,Trung bình
FDI36,12.5,Regular,0.062597392,Baking Goods,196.9426,OUT018,2009,Medium,Tier 3,Supermarket Type2,5339.0502,Trung bình,Trung bình
NCC30,16.6,Low Fat,0.027573983,Household,176.6344,OUT035,2004,Small,Tier 2,Supermarket Type1,2676.516,Trung bình,Trung bình
FDU02,13.35,Low Fat,0.102511504,Dairy,230.6352,OUT046,1997,Small,Tier 1,Supermarket Type1,3435.528,Đắt,Trung bình
NCR17,9.8,Low Fat,0.024363026,Health and Hygiene,114.0492,OUT013,1987,High,Tier 3,Supermarket Type1,2085.2856,Trung bình,Nhẹ
FDM15,11.8,Regular,0.057746382,Meat,152.4366,OUT017,2007,,Tier 2,Supermarket Type1,3929.5516,Trung bình,Trung bình
FDQ03,15.0,Regular,0.077999504,Meat,238.0248,OUT035,2004,Small,Tier 2,Supermarket Type1,1896.1984,Đắt,Trung bình
DRL47,19.7,Low Fat,0.038729457,Hard Drinks,127.3362,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172,Trung bình,Trung bình
FDY49,17.2,Regular,0.012080016,Canned,164.4184,OUT017,2007,,Tier 2,Supermarket Type1,2641.8944,Trung bình,Trung bình
NCZ18,7.825,low fat,0.186357148,Household,254.3698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5580.7356,Đắt,Nhẹ
FDT60,12.0,Low Fat,0.07554831,Baking Goods,121.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088,Trung bình,Trung bình
NCQ06,13.0,Low Fat,0.041824524,Household,256.7014,OUT046,1997,Small,Tier 1,Supermarket Type1,2805.0154,Đắt,Trung bình
DRB24,8.785,Low Fat,0.020609218,Soft Drinks,155.1656,OUT049,1999,Medium,Tier 1,Supermarket Type1,4016.1056,Trung bình,Nhẹ
FDV59,13.35,Low Fat,0.080387424,Breads,219.2166,OUT010,1998,,Tier 3,Grocery Store,1524.0162,Đắt,Trung bình
NCO17,10.0,Low Fat,0.073794811,Health and Hygiene,121.444,OUT017,2007,,Tier 2,Supermarket Type1,2516.724,Trung bình,Nhẹ
FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,OUT046,1997,Small,Tier 1,Supermarket Type1,3428.2042,Trung bình,Trung bình
FDY39,,Regular,0.0,Meat,182.0608,OUT027,1985,Medium,Tier 3,Supermarket Type3,7717.9536,Trung bình,
FDF34,9.3,Regular,0.014047825,Snack Foods,196.5084,OUT045,2002,,Tier 2,Supermarket Type1,4364.9848,Trung bình,Nhẹ
FDD41,6.765,Regular,0.087260103,Frozen Foods,105.0306,OUT046,1997,Small,Tier 1,Supermarket Type1,2090.612,Trung bình,Nhẹ
NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,2002,,Tier 2,Supermarket Type1,3502.108,Trung bình,Trung bình
FDT02,12.6,LF,0.02429329,Dairy,33.4874,OUT018,2009,Medium,Tier 3,Supermarket Type2,105.8622,Rẻ,Trung bình
FDI44,16.1,Low Fat,0.100799828,Fruits and Vegetables,78.4328,OUT017,2007,,Tier 2,Supermarket Type1,1467.4232,Rẻ,Trung bình
FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,2009,Medium,Tier 3,Supermarket Type2,866.8716,Trung bình,Trung bình
FDS46,,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,Trung bình,
FDV52,20.7,Regular,0.121709653,Frozen Foods,119.7466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2003.3922,Trung bình,Nặng
FDA15,9.3,Low Fat,0.01601936,Dairy,248.5092,OUT035,2004,Small,Tier 2,Supermarket Type1,6474.2392,Đắt,Nhẹ
FDX32,15.1,Regular,0.100265027,Fruits and Vegetables,142.5786,OUT018,2009,Medium,Tier 3,Supermarket Type2,3323.0078,Trung bình,Trung bình
FDU46,10.3,Regular,0.018623146,Snack Foods,87.854,OUT010,1998,,Tier 3,Grocery Store,259.662,Rẻ,Trung bình
FDO20,12.85,Regular,0.152099033,Fruits and Vegetables,252.6382,OUT035,2004,Small,Tier 2,Supermarket Type1,3532.7348,Đắt,Trung bình
FDU33,7.63,Regular,0.134919202,Snack Foods,46.9402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,Rẻ,Nhẹ
NCH54,13.5,Low Fat,0.072655379,Household,157.792,OUT035,2004,Small,Tier 2,Supermarket Type1,3994.8,Trung bình,Trung bình
FDT43,16.35,Low Fat,0.020579897,Fruits and Vegetables,52.1324,OUT049,1999,Medium,Tier 1,Supermarket Type1,934.7832,Rẻ,Trung bình
NCY42,6.38,Low Fat,0.015193323,Household,143.347,OUT045,2002,,Tier 2,Supermarket Type1,858.882,Trung bình,Nhẹ
NCO26,7.235,Low Fat,0.077290355,Household,116.9492,OUT017,2007,,Tier 2,Supermarket Type1,2316.984,Trung bình,Nhẹ
FDW47,15.0,Low Fat,0.046336634,Breads,120.0414,OUT013,1987,High,Tier 3,Supermarket Type1,3533.4006,Trung bình,Trung bình
NCQ18,15.75,Low Fat,0.134960397,Household,101.37,OUT013,1987,High,Tier 3,Supermarket Type1,2097.27,Trung bình,Trung bình
FDF33,7.97,LF,0.021531416,Seafood,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.0688,Trung bình,Nhẹ
FDO03,,Regular,0.064577332,Meat,230.5352,OUT019,1985,Small,Tier 1,Grocery Store,687.1056,Đắt,
FDU04,7.93,Low Fat,0.0,Frozen Foods,121.8414,OUT046,1997,Small,Tier 1,Supermarket Type1,2802.3522,Trung bình,Nhẹ
NCV41,14.35,Low Fat,0.017038777,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1989.4104,Trung bình,Trung bình
FDV08,,Low Fat,0.028456456,Fruits and Vegetables,43.5454,OUT027,1985,Medium,Tier 3,Supermarket Type3,755.0172,Rẻ,
FDC58,,Low Fat,0.0,Snack Foods,45.7428,OUT027,1985,Medium,Tier 3,Supermarket Type3,615.1992,Rẻ,
FDE32,20.7,Low Fat,0.04903471,Fruits and Vegetables,39.9506,OUT017,2007,,Tier 2,Supermarket Type1,872.8638,Rẻ,Nặng
FDC44,15.6,Low Fat,0.172596885,Fruits and Vegetables,114.8518,OUT046,1997,Small,Tier 1,Supermarket Type1,2163.1842,Trung bình,Trung bình
FDA34,11.5,Low Fat,0.014883661,Starchy Foods,174.508,OUT049,1999,Medium,Tier 1,Supermarket Type1,3635.268,Trung bình,Trung bình
NCF31,9.13,Low Fat,0.051928034,Household,151.4024,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.4312,Trung bình,Nhẹ
NCT06,,Low Fat,0.067824456,Household,167.7842,OUT019,1985,Small,Tier 1,Grocery Store,165.7842,Trung bình,
FDD32,17.7,Regular,0.040897932,Fruits and Vegetables,82.6276,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484,Rẻ,Trung bình
FDV57,15.25,Regular,0.066269294,Snack Foods,179.666,OUT017,2007,,Tier 2,Supermarket Type1,6471.576,Trung bình,Trung bình
FDH20,16.1,Regular,0.024928351,Fruits and Vegetables,95.141,OUT013,1987,High,Tier 3,Supermarket Type1,3089.312,Rẻ,Trung bình
FDA56,,Low Fat,0.008722342,Fruits and Vegetables,123.5414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4508.1318,Trung bình,
FDU58,6.61,Regular,0.04855968,Snack Foods,188.4898,OUT010,1998,,Tier 3,Grocery Store,187.0898,Trung bình,Nhẹ
NCE19,,Low Fat,0.092564193,Household,53.4956,OUT027,1985,Medium,Tier 3,Supermarket Type3,2129.2284,Rẻ,
FDL33,7.235,Low Fat,0.099879337,Snack Foods,195.1452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,Trung bình,Nhẹ
NCO05,7.27,Low Fat,0.046520703,Health and Hygiene,97.7384,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,Rẻ,Nhẹ
FDS13,6.465,Low Fat,0.125210375,Canned,266.8884,OUT017,2007,,Tier 2,Supermarket Type1,1059.9536,Đắt,Nhẹ
NCN14,19.1,Low Fat,0.15385153,Others,185.1608,OUT010,1998,,Tier 3,Grocery Store,551.2824,Trung bình,Trung bình
FDL13,13.85,Regular,0.056547986,Breakfast,232.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,6291.81,Đắt,Trung bình
DRC36,13.0,Regular,0.044984874,Soft Drinks,175.0054,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.1594,Trung bình,Trung bình
NCB18,,Low Fat,0.072295507,Household,89.7514,OUT019,1985,Small,Tier 1,Grocery Store,88.5514,Rẻ,
NCP54,15.35,Low Fat,0.035348491,Household,124.673,OUT017,2007,,Tier 2,Supermarket Type1,2093.941,Trung bình,Trung bình
DRK12,9.5,Low Fat,0.041851461,Soft Drinks,31.49,OUT013,1987,High,Tier 3,Supermarket Type1,466.06,Rẻ,Nhẹ
FDH17,16.2,Regular,0.016747538,Frozen Foods,98.6726,OUT017,2007,,Tier 2,Supermarket Type1,1272.3438,Rẻ,Trung bình
FDR43,18.2,Low Fat,0.161817014,Fruits and Vegetables,37.819,OUT045,2002,,Tier 2,Supermarket Type1,219.714,Rẻ,Trung bình
